account_id,sweets-segment
4552,Sweets - Frequent consumer
898,Sweets - Frequent consumer
9797,Sweets - Frequent consumer
10949,Sweets - Frequent consumer
8212,Sweets - Frequent consumer
6248,Sweets - Frequent consumer
10164,Sweets - Biggest consumer
4547,Sweets - Low consumer
6815,Sweets - Biggest consumer
4122,Sweets - Frequent consumer
10841,Sweets - Frequent consumer
5370,Sweets - Frequent consumer
176,Sweets - Frequent consumer
4860,Sweets - Low consumer
10757,Non consumer
4023,Sweets - Frequent consumer
6679,Non consumer
9923,Non consumer
7181,Non consumer
3599,Sweets - Biggest consumer
405,Non consumer
6870,Sweets - Frequent consumer
832,Sweets - Frequent consumer
2002,Sweets - Frequent consumer
3657,Sweets - Frequent consumer
500,Sweets - Biggest consumer
1951,Sweets - Biggest consumer
3262,Sweets - Biggest consumer
4102,Sweets - Low consumer
7042,Sweets - Frequent consumer
10598,Sweets - Low consumer
255,Non consumer
2375,Sweets - Low consumer
9829,Sweets - Frequent consumer
6214,Sweets - Frequent consumer
4954,Sweets - Frequent consumer
7861,Non consumer
4837,Sweets - Frequent consumer
9423,Sweets - Low consumer
4198,Sweets - Low consumer
153,Sweets - Low consumer
9323,Sweets - Biggest consumer
10001,Sweets - Frequent consumer
3945,Sweets - Frequent consumer
3799,Sweets - Frequent consumer
8625,Sweets - Frequent consumer
3491,Sweets - Biggest consumer
983,Sweets - Frequent consumer
9119,Sweets - Frequent consumer
4786,Sweets - Biggest consumer
5872,Sweets - Frequent consumer
6568,Sweets - Frequent consumer
5628,Sweets - Biggest consumer
5631,Sweets - Frequent consumer
4974,Sweets - Biggest consumer
8416,Sweets - Frequent consumer
5454,Non consumer
4095,Sweets - Frequent consumer
5474,Sweets - Frequent consumer
4268,Sweets - Low consumer
10701,Sweets - Biggest consumer
3507,Sweets - Frequent consumer
2079,Sweets - Biggest consumer
626,Sweets - Low consumer
4426,Sweets - Low consumer
2591,Sweets - Biggest consumer
10509,Non consumer
6382,Non consumer
6673,Sweets - Frequent consumer
7441,Non consumer
1071,Sweets - Frequent consumer
10061,Sweets - Frequent consumer
8775,Sweets - Frequent consumer
2345,Sweets - Biggest consumer
322,Non consumer
10897,Sweets - Biggest consumer
123,Sweets - Biggest consumer
6103,Sweets - Frequent consumer
7899,Sweets - Frequent consumer
10500,Sweets - Frequent consumer
1655,Sweets - Low consumer
2406,Sweets - Frequent consumer
2712,Sweets - Frequent consumer
5517,Sweets - Low consumer
10643,Sweets - Biggest consumer
2254,Sweets - Biggest consumer
10281,Sweets - Biggest consumer
6958,Non consumer
954,Sweets - Frequent consumer
4643,Sweets - Frequent consumer
6497,Sweets - Frequent consumer
5396,Sweets - Biggest consumer
1052,Sweets - Biggest consumer
2802,Sweets - Frequent consumer
6343,Sweets - Biggest consumer
6507,Non consumer
7901,Sweets - Low consumer
4865,Sweets - Low consumer
2686,Sweets - Low consumer
3107,Sweets - Frequent consumer
7734,Sweets - Biggest consumer
1146,Sweets - Biggest consumer
11031,Non consumer
7428,Sweets - Biggest consumer
975,Sweets - Low consumer
1103,Non consumer
3422,Sweets - Frequent consumer
1055,Non consumer
6544,Sweets - Frequent consumer
1241,Sweets - Low consumer
2909,Sweets - Frequent consumer
5802,Sweets - Frequent consumer
1407,Sweets - Frequent consumer
6183,Sweets - Frequent consumer
340,Non consumer
5991,Sweets - Low consumer
3104,Sweets - Biggest consumer
9729,Sweets - Frequent consumer
1008,Sweets - Frequent consumer
11091,Non consumer
3969,Sweets - Frequent consumer
1916,Sweets - Low consumer
9907,Sweets - Frequent consumer
87,Sweets - Low consumer
8659,Sweets - Frequent consumer
6262,Sweets - Biggest consumer
6147,Sweets - Low consumer
8832,Sweets - Frequent consumer
10067,Non consumer
7532,Non consumer
4915,Sweets - Frequent consumer
2115,Non consumer
2088,Sweets - Frequent consumer
2493,Sweets - Frequent consumer
6292,Sweets - Biggest consumer
1631,Sweets - Frequent consumer
10104,Non consumer
3006,Sweets - Low consumer
3919,Sweets - Frequent consumer
11181,Sweets - Low consumer
642,Sweets - Frequent consumer
4369,Non consumer
10127,Sweets - Frequent consumer
271,Sweets - Frequent consumer
4973,Sweets - Low consumer
2948,Sweets - Frequent consumer
2715,Sweets - Low consumer
10432,Sweets - Frequent consumer
9216,Sweets - Low consumer
7124,Non consumer
9727,Sweets - Low consumer
5136,Sweets - Frequent consumer
9790,Sweets - Frequent consumer
1818,Sweets - Low consumer
1100,Sweets - Low consumer
7873,Sweets - Frequent consumer
10609,Sweets - Low consumer
6950,Sweets - Low consumer
7233,Sweets - Biggest consumer
9481,Sweets - Frequent consumer
7699,Sweets - Frequent consumer
2711,Sweets - Frequent consumer
8933,Sweets - Frequent consumer
8726,Sweets - Frequent consumer
1515,Sweets - Low consumer
5186,Sweets - Frequent consumer
10157,Sweets - Frequent consumer
5667,Sweets - Biggest consumer
902,Sweets - Frequent consumer
977,Sweets - Frequent consumer
7313,Sweets - Biggest consumer
7600,Sweets - Low consumer
9706,Non consumer
2429,Sweets - Biggest consumer
3520,Sweets - Frequent consumer
10394,Sweets - Biggest consumer
4548,Sweets - Low consumer
9362,Sweets - Frequent consumer
3968,Non consumer
4084,Sweets - Biggest consumer
6721,Sweets - Frequent consumer
2829,Sweets - Frequent consumer
1772,Sweets - Biggest consumer
1544,Sweets - Biggest consumer
492,Sweets - Low consumer
4377,Sweets - Frequent consumer
4541,Sweets - Frequent consumer
1321,Sweets - Low consumer
8858,Non consumer
3266,Sweets - Frequent consumer
11187,Sweets - Frequent consumer
8207,Non consumer
9723,Sweets - Frequent consumer
2666,Non consumer
5721,Sweets - Biggest consumer
10652,Non consumer
1646,Sweets - Low consumer
4418,Sweets - Biggest consumer
2656,Sweets - Low consumer
7990,Sweets - Low consumer
8722,Sweets - Biggest consumer
7118,Sweets - Frequent consumer
2980,Sweets - Low consumer
1839,Sweets - Low consumer
10722,Sweets - Low consumer
2632,Non consumer
9014,Non consumer
7620,Sweets - Frequent consumer
10968,Sweets - Frequent consumer
11133,Sweets - Low consumer
2736,Sweets - Biggest consumer
1876,Sweets - Low consumer
5959,Non consumer
1092,Sweets - Frequent consumer
4333,Non consumer
3850,Sweets - Low consumer
6168,Non consumer
607,Non consumer
10469,Sweets - Frequent consumer
6983,Sweets - Low consumer
3661,Sweets - Biggest consumer
9303,Sweets - Low consumer
692,Non consumer
736,Sweets - Low consumer
9589,Sweets - Biggest consumer
4838,Non consumer
9246,Sweets - Frequent consumer
6261,Sweets - Biggest consumer
7366,Sweets - Frequent consumer
10659,Sweets - Frequent consumer
1448,Sweets - Low consumer
4286,Non consumer
4749,Non consumer
4478,Sweets - Frequent consumer
4201,Non consumer
10084,Non consumer
7004,Sweets - Low consumer
9817,Sweets - Frequent consumer
8080,Sweets - Low consumer
8372,Sweets - Low consumer
10870,Sweets - Biggest consumer
4001,Non consumer
7270,Sweets - Frequent consumer
8235,Sweets - Frequent consumer
9405,Sweets - Low consumer
