account_id,gold-segment
8524,Gold - Frequent consumer
3334,Gold - Biggest consumer
4470,Gold - Frequent consumer
1406,Gold - Frequent consumer
8619,Gold - Low consumer
10821,Gold - Frequent consumer
4552,Gold - Biggest consumer
898,Gold - Frequent consumer
9797,Gold - Frequent consumer
10949,Gold - Frequent consumer
8212,Gold - Frequent consumer
6248,Gold - Frequent consumer
10164,Gold - Frequent consumer
4547,Gold - Low consumer
6815,Gold - Biggest consumer
4122,Gold - Frequent consumer
10841,Gold - Frequent consumer
5370,Gold - Frequent consumer
176,Gold - Biggest consumer
4860,Gold - Low consumer
10757,Non consumer
4023,Gold - Frequent consumer
6679,Non consumer
9923,Gold - Low consumer
7181,Gold - Low consumer
3599,Gold - Biggest consumer
405,Gold - Biggest consumer
6870,Gold - Frequent consumer
832,Gold - Frequent consumer
2002,Gold - Biggest consumer
3657,Gold - Frequent consumer
500,Gold - Frequent consumer
1951,Gold - Frequent consumer
3262,Gold - Frequent consumer
4102,Gold - Low consumer
7042,Gold - Low consumer
10598,Gold - Low consumer
255,Gold - Low consumer
2375,Gold - Low consumer
9829,Gold - Frequent consumer
6214,Gold - Frequent consumer
4954,Gold - Low consumer
7861,Gold - Frequent consumer
4837,Gold - Biggest consumer
9423,Gold - Low consumer
4198,Gold - Low consumer
153,Gold - Frequent consumer
9323,Gold - Frequent consumer
10001,Gold - Frequent consumer
3945,Gold - Frequent consumer
3799,Gold - Biggest consumer
8625,Gold - Low consumer
3491,Gold - Biggest consumer
983,Gold - Biggest consumer
9119,Gold - Frequent consumer
4786,Gold - Biggest consumer
5872,Gold - Frequent consumer
6568,Gold - Frequent consumer
5628,Gold - Biggest consumer
5631,Gold - Biggest consumer
4974,Gold - Biggest consumer
8416,Gold - Low consumer
5454,Gold - Low consumer
4095,Gold - Biggest consumer
5474,Gold - Frequent consumer
4268,Gold - Low consumer
10701,Gold - Frequent consumer
3507,Gold - Biggest consumer
2079,Gold - Frequent consumer
626,Gold - Low consumer
4426,Gold - Biggest consumer
2591,Gold - Frequent consumer
10509,Gold - Low consumer
6382,Gold - Frequent consumer
6673,Gold - Frequent consumer
7441,Gold - Frequent consumer
1071,Gold - Biggest consumer
10061,Gold - Biggest consumer
8775,Gold - Frequent consumer
2345,Gold - Biggest consumer
322,Non consumer
10897,Gold - Frequent consumer
123,Gold - Biggest consumer
6103,Gold - Low consumer
7899,Gold - Frequent consumer
10500,Gold - Frequent consumer
1655,Gold - Frequent consumer
2406,Gold - Frequent consumer
2712,Gold - Frequent consumer
5517,Gold - Low consumer
10643,Gold - Frequent consumer
2254,Gold - Biggest consumer
10281,Gold - Frequent consumer
6958,Gold - Low consumer
954,Gold - Frequent consumer
4643,Gold - Frequent consumer
6497,Gold - Biggest consumer
5396,Gold - Biggest consumer
1052,Gold - Frequent consumer
2802,Gold - Frequent consumer
6343,Gold - Frequent consumer
6507,Gold - Frequent consumer
7901,Gold - Low consumer
4865,Gold - Frequent consumer
2686,Gold - Low consumer
3107,Gold - Frequent consumer
7734,Gold - Biggest consumer
1146,Gold - Frequent consumer
11031,Gold - Low consumer
7428,Gold - Biggest consumer
975,Gold - Frequent consumer
1103,Gold - Biggest consumer
3422,Gold - Biggest consumer
1055,Gold - Low consumer
6544,Non consumer
1241,Gold - Frequent consumer
2909,Gold - Frequent consumer
5802,Gold - Frequent consumer
1407,Gold - Frequent consumer
6183,Gold - Frequent consumer
340,Gold - Biggest consumer
5991,Gold - Frequent consumer
3104,Gold - Frequent consumer
9729,Gold - Biggest consumer
1008,Gold - Biggest consumer
11091,Gold - Low consumer
3969,Gold - Biggest consumer
1916,Gold - Frequent consumer
9907,Gold - Frequent consumer
87,Gold - Frequent consumer
8659,Gold - Frequent consumer
6262,Gold - Biggest consumer
6147,Gold - Low consumer
8832,Gold - Low consumer
10067,Gold - Low consumer
7532,Gold - Frequent consumer
4915,Gold - Biggest consumer
2115,Gold - Low consumer
2088,Gold - Biggest consumer
2493,Gold - Biggest consumer
6292,Gold - Frequent consumer
1631,Gold - Frequent consumer
10104,Gold - Low consumer
3006,Gold - Low consumer
3919,Non consumer
11181,Gold - Low consumer
642,Gold - Frequent consumer
4369,Gold - Biggest consumer
10127,Gold - Frequent consumer
271,Gold - Frequent consumer
4973,Gold - Low consumer
2948,Gold - Low consumer
2715,Gold - Biggest consumer
10432,Gold - Low consumer
9216,Gold - Low consumer
7124,Gold - Frequent consumer
9727,Gold - Frequent consumer
5136,Gold - Frequent consumer
9790,Gold - Biggest consumer
1818,Gold - Low consumer
1100,Gold - Low consumer
7873,Gold - Low consumer
10609,Non consumer
6950,Gold - Low consumer
7233,Gold - Biggest consumer
9481,Gold - Frequent consumer
7699,Gold - Frequent consumer
2711,Gold - Low consumer
8933,Gold - Low consumer
8726,Gold - Frequent consumer
1515,Gold - Low consumer
5186,Gold - Low consumer
10157,Gold - Low consumer
5667,Gold - Biggest consumer
902,Gold - Frequent consumer
977,Gold - Frequent consumer
7313,Gold - Biggest consumer
7600,Gold - Frequent consumer
9706,Gold - Low consumer
2429,Gold - Biggest consumer
3520,Gold - Frequent consumer
10394,Gold - Biggest consumer
4548,Gold - Frequent consumer
9362,Gold - Frequent consumer
3968,Gold - Biggest consumer
4084,Gold - Frequent consumer
6721,Gold - Biggest consumer
2829,Gold - Frequent consumer
1772,Gold - Biggest consumer
1544,Gold - Biggest consumer
492,Gold - Frequent consumer
4377,Gold - Biggest consumer
4541,Gold - Frequent consumer
1321,Gold - Frequent consumer
8858,Gold - Low consumer
3266,Gold - Frequent consumer
11187,Gold - Frequent consumer
8207,Non consumer
9723,Gold - Frequent consumer
2666,Gold - Frequent consumer
5721,Gold - Frequent consumer
10652,Gold - Biggest consumer
1646,Gold - Low consumer
4418,Gold - Frequent consumer
2656,Gold - Frequent consumer
7990,Non consumer
8722,Gold - Biggest consumer
7118,Gold - Biggest consumer
2980,Gold - Low consumer
1839,Gold - Frequent consumer
10722,Gold - Biggest consumer
2632,Gold - Biggest consumer
9014,Gold - Low consumer
7620,Gold - Frequent consumer
10968,Gold - Frequent consumer
11133,Gold - Frequent consumer
2736,Gold - Frequent consumer
1876,Gold - Frequent consumer
5959,Gold - Frequent consumer
1092,Gold - Frequent consumer
4333,Gold - Low consumer
3850,Gold - Frequent consumer
6168,Gold - Frequent consumer
607,Gold - Frequent consumer
10469,Gold - Frequent consumer
6983,Non consumer
3661,Gold - Frequent consumer
9303,Gold - Low consumer
692,Gold - Low consumer
736,Gold - Low consumer
9589,Gold - Frequent consumer
4838,Gold - Low consumer
9246,Gold - Biggest consumer
6261,Gold - Frequent consumer
7366,Gold - Biggest consumer
10659,Gold - Frequent consumer
1448,Gold - Low consumer
4286,Gold - Frequent consumer
4749,Gold - Biggest consumer
4478,Gold - Frequent consumer
4201,Gold - Biggest consumer
10084,Gold - Frequent consumer
7004,Gold - Frequent consumer
9817,Gold - Frequent consumer
8080,Gold - Low consumer
8372,Gold - Low consumer
10870,Gold - Biggest consumer
4001,Gold - Low consumer
7270,Gold - Frequent consumer
8235,Gold - Biggest consumer
9405,Gold - Frequent consumer
