account_id,meat-segment
7530,Meat - Frequent consumer
8925,Meat - Frequent consumer
3009,Meat - Frequent consumer
6355,Meat - Low consumer
3517,Meat - Frequent consumer
1158,Meat - Low consumer
6203,Meat - Biggest consumer
7165,Meat - Frequent consumer
3595,Meat - Biggest consumer
8537,Meat - Biggest consumer
4331,Meat - Biggest consumer
6281,Meat - Frequent consumer
4338,Meat - Low consumer
2452,Meat - Frequent consumer
9507,Meat - Frequent consumer
8360,Meat - Frequent consumer
10311,Meat - Low consumer
5117,Meat - Frequent consumer
4867,Meat - Frequent consumer
9289,Meat - Frequent consumer
10913,Meat - Low consumer
3032,Meat - Frequent consumer
8524,Meat - Frequent consumer
3334,Meat - Biggest consumer
4470,Meat - Frequent consumer
1406,Meat - Frequent consumer
8619,Meat - Low consumer
10821,Meat - Frequent consumer
4552,Meat - Frequent consumer
898,Meat - Frequent consumer
9797,Meat - Frequent consumer
10949,Meat - Biggest consumer
8212,Meat - Frequent consumer
6248,Meat - Biggest consumer
10164,Meat - Biggest consumer
4547,Meat - Low consumer
6815,Meat - Frequent consumer
4122,Meat - Frequent consumer
10841,Meat - Frequent consumer
5370,Meat - Frequent consumer
176,Meat - Frequent consumer
4860,Meat - Low consumer
10757,Meat - Low consumer
4023,Meat - Frequent consumer
6679,Meat - Low consumer
9923,Meat - Low consumer
7181,Meat - Low consumer
3599,Meat - Biggest consumer
405,Meat - Frequent consumer
6870,Meat - Frequent consumer
832,Meat - Frequent consumer
2002,Meat - Biggest consumer
3657,Meat - Frequent consumer
500,Meat - Biggest consumer
1951,Meat - Frequent consumer
3262,Meat - Biggest consumer
4102,Meat - Low consumer
7042,Meat - Low consumer
10598,Meat - Low consumer
255,Meat - Low consumer
2375,Meat - Low consumer
9829,Meat - Frequent consumer
6214,Meat - Frequent consumer
4954,Meat - Frequent consumer
7861,Meat - Biggest consumer
4837,Meat - Frequent consumer
9423,Meat - Frequent consumer
4198,Meat - Low consumer
153,Meat - Low consumer
9323,Meat - Frequent consumer
10001,Meat - Frequent consumer
3945,Meat - Frequent consumer
3799,Meat - Biggest consumer
8625,Meat - Frequent consumer
3491,Meat - Biggest consumer
983,Meat - Frequent consumer
9119,Meat - Frequent consumer
4786,Meat - Biggest consumer
5872,Meat - Frequent consumer
6568,Meat - Frequent consumer
5628,Meat - Biggest consumer
5631,Meat - Frequent consumer
4974,Meat - Biggest consumer
8416,Meat - Low consumer
5454,Meat - Low consumer
4095,Meat - Frequent consumer
5474,Meat - Frequent consumer
4268,Meat - Frequent consumer
10701,Meat - Biggest consumer
3507,Meat - Biggest consumer
2079,Meat - Biggest consumer
626,Meat - Low consumer
4426,Meat - Frequent consumer
2591,Meat - Frequent consumer
10509,Meat - Low consumer
6382,Meat - Low consumer
6673,Meat - Frequent consumer
7441,Meat - Biggest consumer
1071,Meat - Frequent consumer
10061,Meat - Frequent consumer
8775,Meat - Frequent consumer
2345,Meat - Biggest consumer
322,Meat - Low consumer
10897,Meat - Frequent consumer
123,Meat - Frequent consumer
6103,Meat - Low consumer
7899,Meat - Biggest consumer
10500,Meat - Frequent consumer
1655,Meat - Low consumer
2406,Meat - Frequent consumer
2712,Meat - Frequent consumer
5517,Meat - Low consumer
10643,Meat - Biggest consumer
2254,Meat - Biggest consumer
10281,Meat - Biggest consumer
6958,Meat - Low consumer
954,Meat - Frequent consumer
4643,Meat - Frequent consumer
6497,Meat - Frequent consumer
5396,Meat - Biggest consumer
1052,Meat - Frequent consumer
2802,Meat - Biggest consumer
6343,Meat - Biggest consumer
6507,Meat - Low consumer
7901,Meat - Low consumer
4865,Meat - Frequent consumer
2686,Meat - Low consumer
3107,Meat - Frequent consumer
7734,Meat - Frequent consumer
1146,Meat - Frequent consumer
11031,Meat - Low consumer
7428,Meat - Biggest consumer
975,Meat - Frequent consumer
1103,Meat - Biggest consumer
3422,Meat - Frequent consumer
1055,Meat - Low consumer
6544,Meat - Biggest consumer
1241,Meat - Low consumer
2909,Meat - Frequent consumer
5802,Meat - Low consumer
1407,Meat - Low consumer
6183,Meat - Frequent consumer
340,Meat - Frequent consumer
5991,Meat - Frequent consumer
3104,Meat - Biggest consumer
9729,Meat - Biggest consumer
1008,Meat - Frequent consumer
11091,Meat - Low consumer
3969,Meat - Frequent consumer
1916,Meat - Frequent consumer
9907,Meat - Frequent consumer
87,Meat - Low consumer
8659,Meat - Frequent consumer
6262,Meat - Biggest consumer
6147,Meat - Low consumer
8832,Meat - Frequent consumer
10067,Meat - Low consumer
7532,Meat - Low consumer
4915,Meat - Frequent consumer
2115,Meat - Low consumer
2088,Meat - Biggest consumer
2493,Meat - Frequent consumer
6292,Meat - Biggest consumer
1631,Meat - Biggest consumer
10104,Meat - Low consumer
3006,Meat - Low consumer
3919,Meat - Biggest consumer
11181,Meat - Low consumer
642,Meat - Low consumer
4369,Meat - Biggest consumer
10127,Meat - Frequent consumer
271,Meat - Frequent consumer
4973,Meat - Low consumer
2948,Meat - Frequent consumer
2715,Meat - Frequent consumer
10432,Meat - Low consumer
9216,Meat - Low consumer
7124,Meat - Low consumer
9727,Meat - Low consumer
5136,Meat - Frequent consumer
9790,Meat - Frequent consumer
1818,Meat - Low consumer
1100,Meat - Frequent consumer
7873,Meat - Frequent consumer
10609,Meat - Low consumer
6950,Meat - Low consumer
7233,Meat - Biggest consumer
9481,Meat - Low consumer
7699,Meat - Frequent consumer
2711,Meat - Low consumer
8933,Meat - Frequent consumer
8726,Meat - Frequent consumer
1515,Meat - Low consumer
5186,Meat - Frequent consumer
10157,Meat - Frequent consumer
5667,Meat - Biggest consumer
902,Meat - Frequent consumer
977,Meat - Frequent consumer
7313,Meat - Biggest consumer
7600,Meat - Low consumer
9706,Meat - Frequent consumer
2429,Meat - Biggest consumer
3520,Meat - Biggest consumer
10394,Meat - Frequent consumer
4548,Meat - Low consumer
9362,Meat - Frequent consumer
3968,Meat - Frequent consumer
4084,Meat - Frequent consumer
6721,Meat - Biggest consumer
2829,Meat - Frequent consumer
1772,Meat - Biggest consumer
1544,Meat - Biggest consumer
492,Meat - Frequent consumer
4377,Meat - Frequent consumer
4541,Meat - Frequent consumer
1321,Meat - Frequent consumer
8858,Meat - Frequent consumer
3266,Meat - Low consumer
11187,Meat - Low consumer
8207,Meat - Low consumer
9723,Meat - Frequent consumer
2666,Meat - Frequent consumer
5721,Meat - Biggest consumer
10652,Meat - Biggest consumer
1646,Meat - Low consumer
4418,Meat - Biggest consumer
2656,Meat - Low consumer
7990,Meat - Low consumer
8722,Meat - Biggest consumer
7118,Meat - Biggest consumer
2980,Meat - Low consumer
1839,Meat - Frequent consumer
10722,Meat - Frequent consumer
2632,Meat - Frequent consumer
9014,Meat - Low consumer
7620,Meat - Low consumer
10968,Meat - Biggest consumer
11133,Meat - Frequent consumer
2736,Meat - Frequent consumer
1876,Meat - Low consumer
5959,Meat - Frequent consumer
1092,Meat - Biggest consumer
4333,Meat - Low consumer
3850,Meat - Low consumer
6168,Meat - Low consumer
607,Meat - Frequent consumer
10469,Meat - Biggest consumer
6983,Meat - Frequent consumer
3661,Meat - Biggest consumer
9303,Meat - Low consumer
692,Meat - Low consumer
736,Meat - Frequent consumer
9589,Meat - Biggest consumer
4838,Meat - Low consumer
9246,Meat - Frequent consumer
6261,Meat - Frequent consumer
7366,Meat - Biggest consumer
10659,Meat - Low consumer
1448,Meat - Low consumer
4286,Meat - Frequent consumer
4749,Meat - Frequent consumer
4478,Meat - Frequent consumer
4201,Meat - Frequent consumer
10084,Meat - Low consumer
7004,Meat - Frequent consumer
9817,Meat - Frequent consumer
8080,Meat - Low consumer
8372,Meat - Low consumer
10870,Meat - Frequent consumer
4001,Meat - Frequent consumer
7270,Meat - Frequent consumer
8235,Meat - Frequent consumer
9405,Meat - Frequent consumer
