account_id,fish-segment
6544,Fish - Frequent consumer
1241,Fish - Frequent consumer
2909,Fish - Frequent consumer
5802,Fish - Frequent consumer
1407,Fish - Low consumer
6183,Fish - Low consumer
340,Non consumer
5991,Fish - Low consumer
3104,Fish - Frequent consumer
9729,Fish - Frequent consumer
1008,Fish - Frequent consumer
11091,Fish - Low consumer
3969,Fish - Frequent consumer
1916,Fish - Frequent consumer
9907,Fish - Frequent consumer
87,Fish - Frequent consumer
8659,Fish - Frequent consumer
6262,Fish - Frequent consumer
6147,Fish - Low consumer
8832,Fish - Frequent consumer
10067,Non consumer
7532,Fish - Low consumer
4915,Fish - Biggest consumer
2115,Non consumer
2088,Fish - Biggest consumer
2493,Fish - Frequent consumer
6292,Fish - Frequent consumer
1631,Non consumer
10104,Non consumer
3006,Fish - Frequent consumer
3919,Fish - Frequent consumer
11181,Fish - Low consumer
642,Fish - Frequent consumer
4369,Fish - Biggest consumer
10127,Fish - Low consumer
271,Fish - Low consumer
4973,Fish - Low consumer
2948,Fish - Low consumer
2715,Fish - Low consumer
10432,Fish - Low consumer
9216,Fish - Low consumer
7124,Fish - Frequent consumer
9727,Fish - Frequent consumer
5136,Non consumer
9790,Fish - Frequent consumer
1818,Non consumer
1100,Non consumer
7873,Fish - Frequent consumer
10609,Fish - Low consumer
6950,Non consumer
7233,Fish - Biggest consumer
9481,Fish - Frequent consumer
7699,Fish - Low consumer
2711,Fish - Low consumer
8933,Fish - Low consumer
8726,Fish - Frequent consumer
1515,Fish - Low consumer
5186,Fish - Frequent consumer
10157,Fish - Frequent consumer
5667,Fish - Frequent consumer
902,Fish - Low consumer
977,Fish - Frequent consumer
7313,Fish - Biggest consumer
7600,Fish - Frequent consumer
9706,Fish - Low consumer
2429,Fish - Biggest consumer
3520,Non consumer
10394,Fish - Biggest consumer
4548,Non consumer
9362,Fish - Frequent consumer
3968,Fish - Frequent consumer
4084,Fish - Biggest consumer
6721,Fish - Frequent consumer
2829,Non consumer
1772,Fish - Biggest consumer
1544,Fish - Biggest consumer
492,Fish - Low consumer
4377,Fish - Frequent consumer
4541,Fish - Low consumer
1321,Non consumer
8858,Non consumer
3266,Fish - Low consumer
11187,Fish - Frequent consumer
8207,Fish - Low consumer
9723,Fish - Frequent consumer
2666,Fish - Biggest consumer
5721,Fish - Frequent consumer
10652,Fish - Biggest consumer
1646,Fish - Frequent consumer
4418,Fish - Biggest consumer
2656,Non consumer
7990,Fish - Low consumer
8722,Fish - Biggest consumer
7118,Fish - Frequent consumer
2980,Fish - Low consumer
1839,Fish - Frequent consumer
10722,Fish - Frequent consumer
2632,Fish - Frequent consumer
9014,Fish - Low consumer
7620,Fish - Frequent consumer
10968,Fish - Biggest consumer
11133,Fish - Low consumer
2736,Fish - Biggest consumer
1876,Fish - Frequent consumer
5959,Non consumer
1092,Fish - Biggest consumer
4333,Non consumer
3850,Fish - Frequent consumer
6168,Non consumer
607,Fish - Frequent consumer
10469,Fish - Biggest consumer
6983,Fish - Low consumer
3661,Fish - Biggest consumer
9303,Fish - Low consumer
692,Non consumer
736,Fish - Low consumer
9589,Fish - Biggest consumer
4838,Non consumer
9246,Fish - Frequent consumer
6261,Fish - Frequent consumer
7366,Fish - Biggest consumer
10659,Fish - Low consumer
1448,Non consumer
4286,Fish - Frequent consumer
4749,Fish - Frequent consumer
4478,Fish - Frequent consumer
4201,Fish - Low consumer
10084,Fish - Frequent consumer
7004,Fish - Frequent consumer
9817,Fish - Frequent consumer
8080,Fish - Low consumer
8372,Fish - Low consumer
10870,Fish - Frequent consumer
4001,Non consumer
7270,Fish - Frequent consumer
8235,Fish - Biggest consumer
9405,Fish - Low consumer
