account_id,fruits-segment
1406,Fruits - Frequent consumer
8619,Non consumer
10821,Fruits - Low consumer
4552,Fruits - Low consumer
898,Fruits - Frequent consumer
9797,Fruits - Frequent consumer
10949,Fruits - Frequent consumer
8212,Fruits - Frequent consumer
6248,Fruits - Frequent consumer
10164,Fruits - Frequent consumer
4547,Fruits - Low consumer
6815,Fruits - Frequent consumer
4122,Fruits - Frequent consumer
10841,Fruits - Frequent consumer
5370,Fruits - Low consumer
176,Fruits - Frequent consumer
4860,Fruits - Low consumer
10757,Fruits - Low consumer
4023,Fruits - Frequent consumer
6679,Fruits - Low consumer
9923,Non consumer
7181,Non consumer
3599,Fruits - Biggest consumer
405,Non consumer
6870,Fruits - Low consumer
832,Fruits - Frequent consumer
2002,Fruits - Biggest consumer
3657,Fruits - Low consumer
500,Fruits - Frequent consumer
1951,Fruits - Biggest consumer
3262,Fruits - Biggest consumer
4102,Fruits - Low consumer
7042,Fruits - Low consumer
10598,Fruits - Low consumer
255,Non consumer
2375,Non consumer
9829,Fruits - Low consumer
6214,Fruits - Frequent consumer
4954,Fruits - Frequent consumer
7861,Fruits - Biggest consumer
4837,Fruits - Frequent consumer
9423,Fruits - Low consumer
4198,Fruits - Low consumer
153,Fruits - Low consumer
9323,Fruits - Frequent consumer
10001,Fruits - Frequent consumer
3945,Fruits - Biggest consumer
3799,Fruits - Frequent consumer
8625,Fruits - Low consumer
3491,Fruits - Biggest consumer
983,Fruits - Frequent consumer
9119,Fruits - Frequent consumer
4786,Fruits - Biggest consumer
5872,Fruits - Biggest consumer
6568,Non consumer
5628,Fruits - Biggest consumer
5631,Fruits - Biggest consumer
4974,Fruits - Biggest consumer
8416,Fruits - Frequent consumer
5454,Non consumer
4095,Fruits - Frequent consumer
5474,Fruits - Frequent consumer
4268,Non consumer
10701,Non consumer
3507,Fruits - Biggest consumer
2079,Fruits - Frequent consumer
626,Fruits - Low consumer
4426,Fruits - Low consumer
2591,Fruits - Frequent consumer
10509,Non consumer
6382,Non consumer
6673,Fruits - Frequent consumer
7441,Fruits - Biggest consumer
1071,Fruits - Biggest consumer
10061,Fruits - Frequent consumer
8775,Non consumer
2345,Fruits - Biggest consumer
322,Fruits - Low consumer
10897,Fruits - Biggest consumer
123,Fruits - Frequent consumer
6103,Fruits - Frequent consumer
7899,Fruits - Frequent consumer
10500,Fruits - Low consumer
1655,Fruits - Low consumer
2406,Fruits - Low consumer
2712,Fruits - Biggest consumer
5517,Non consumer
10643,Fruits - Biggest consumer
2254,Fruits - Biggest consumer
10281,Fruits - Biggest consumer
6958,Non consumer
954,Fruits - Low consumer
4643,Fruits - Frequent consumer
6497,Fruits - Frequent consumer
5396,Fruits - Frequent consumer
1052,Fruits - Frequent consumer
2802,Fruits - Frequent consumer
6343,Fruits - Biggest consumer
6507,Fruits - Frequent consumer
7901,Fruits - Low consumer
4865,Fruits - Frequent consumer
2686,Fruits - Low consumer
3107,Fruits - Frequent consumer
7734,Fruits - Biggest consumer
1146,Fruits - Frequent consumer
11031,Fruits - Low consumer
7428,Fruits - Biggest consumer
975,Fruits - Low consumer
1103,Fruits - Biggest consumer
3422,Fruits - Frequent consumer
1055,Non consumer
6544,Non consumer
1241,Fruits - Low consumer
2909,Fruits - Frequent consumer
5802,Fruits - Frequent consumer
1407,Fruits - Frequent consumer
6183,Fruits - Low consumer
340,Fruits - Frequent consumer
5991,Fruits - Low consumer
3104,Fruits - Biggest consumer
9729,Fruits - Frequent consumer
1008,Fruits - Frequent consumer
11091,Fruits - Low consumer
3969,Fruits - Low consumer
1916,Fruits - Low consumer
9907,Fruits - Frequent consumer
87,Fruits - Frequent consumer
8659,Fruits - Biggest consumer
6262,Fruits - Frequent consumer
6147,Fruits - Low consumer
8832,Fruits - Frequent consumer
10067,Non consumer
7532,Fruits - Low consumer
4915,Fruits - Biggest consumer
2115,Non consumer
2088,Fruits - Frequent consumer
2493,Non consumer
6292,Non consumer
1631,Fruits - Biggest consumer
10104,Non consumer
3006,Non consumer
3919,Non consumer
11181,Fruits - Low consumer
642,Fruits - Low consumer
4369,Fruits - Biggest consumer
10127,Fruits - Frequent consumer
271,Non consumer
4973,Fruits - Low consumer
2948,Fruits - Frequent consumer
2715,Fruits - Low consumer
10432,Non consumer
9216,Fruits - Low consumer
7124,Fruits - Low consumer
9727,Fruits - Frequent consumer
5136,Fruits - Frequent consumer
9790,Fruits - Biggest consumer
1818,Non consumer
1100,Fruits - Low consumer
7873,Fruits - Frequent consumer
10609,Non consumer
6950,Fruits - Low consumer
7233,Fruits - Frequent consumer
9481,Fruits - Frequent consumer
7699,Non consumer
2711,Fruits - Low consumer
8933,Fruits - Low consumer
8726,Fruits - Frequent consumer
1515,Fruits - Low consumer
5186,Fruits - Frequent consumer
10157,Fruits - Frequent consumer
5667,Fruits - Frequent consumer
902,Fruits - Frequent consumer
977,Fruits - Frequent consumer
7313,Fruits - Biggest consumer
7600,Fruits - Low consumer
9706,Fruits - Low consumer
2429,Fruits - Biggest consumer
3520,Fruits - Frequent consumer
10394,Fruits - Biggest consumer
4548,Fruits - Low consumer
9362,Fruits - Frequent consumer
3968,Fruits - Frequent consumer
4084,Fruits - Biggest consumer
6721,Fruits - Frequent consumer
2829,Non consumer
1772,Fruits - Frequent consumer
1544,Fruits - Biggest consumer
492,Fruits - Low consumer
4377,Fruits - Frequent consumer
4541,Fruits - Frequent consumer
1321,Fruits - Low consumer
8858,Non consumer
3266,Fruits - Frequent consumer
11187,Fruits - Frequent consumer
8207,Non consumer
9723,Fruits - Biggest consumer
2666,Fruits - Biggest consumer
5721,Fruits - Biggest consumer
10652,Fruits - Biggest consumer
1646,Fruits - Frequent consumer
4418,Fruits - Biggest consumer
2656,Fruits - Low consumer
7990,Fruits - Low consumer
8722,Fruits - Biggest consumer
7118,Fruits - Biggest consumer
2980,Non consumer
1839,Fruits - Frequent consumer
10722,Fruits - Frequent consumer
2632,Non consumer
9014,Fruits - Low consumer
7620,Fruits - Frequent consumer
10968,Fruits - Frequent consumer
11133,Fruits - Low consumer
2736,Fruits - Biggest consumer
1876,Non consumer
5959,Non consumer
1092,Fruits - Biggest consumer
4333,Non consumer
3850,Fruits - Low consumer
6168,Non consumer
607,Fruits - Frequent consumer
10469,Fruits - Biggest consumer
6983,Fruits - Low consumer
3661,Fruits - Biggest consumer
9303,Fruits - Low consumer
692,Fruits - Low consumer
736,Fruits - Low consumer
9589,Fruits - Biggest consumer
4838,Fruits - Low consumer
9246,Fruits - Low consumer
6261,Fruits - Frequent consumer
7366,Fruits - Frequent consumer
10659,Fruits - Frequent consumer
1448,Fruits - Frequent consumer
4286,Fruits - Frequent consumer
4749,Fruits - Frequent consumer
4478,Fruits - Frequent consumer
4201,Fruits - Frequent consumer
10084,Fruits - Low consumer
7004,Fruits - Low consumer
9817,Fruits - Frequent consumer
8080,Fruits - Low consumer
8372,Fruits - Low consumer
10870,Fruits - Frequent consumer
4001,Non consumer
7270,Fruits - Biggest consumer
8235,Fruits - Frequent consumer
9405,Fruits - Low consumer
